0	1
protein=Putative	K00123
gene=fabV_4	K00209
gene=zntB_2	K16074
gene=srlR_5	K02436
gene=pgm	K01835
gene=nusA_1	K02600
gene=mtlK_2	K00040
gene=aerD	K19546
gene=rkpK_1	K00012
gene=yrrK_2	K07447
gene=feaB_2	K00146
gene=bcsB	K20541
gene=opuCD	K05846
gene=nikR_4	K07746
gene=novO	K13623
gene=cobU_1	K02231
gene=alaS_1	K07050
gene=hndC_1	K05587
gene=yheI_4	K06147
gene=sarA_3	K15580
gene=phnX_1	K05306
gene=yopE_1	K16636
gene=fabI	K00208
gene=bacA_5	K02471
gene=panB	K00606
gene=pepC_1	K01372
protein=3-deoxy-D-manno-octulosonate	K03270
gene=rcnB	K23243
gene=pht2_3	K03863
gene=gstB_6	K00799
gene=infC_3	K02520
gene=mlaE_11	K02066
gene=rimP_2	K09748
gene=cobU	K00768
gene=nudJ_1	K18453
gene=yoaD_2	K00058
gene=glgB_2	K00700
gene=yehY_2	K05846
gene=mqo1	K00116
gene=sarA_1	K02035
gene=trkI_1	K03498
gene=hxuC_1	K16087
gene=ybhN_1	K07027
gene=potB_7	K02054
gene=thrB_4	K00872
gene=thrA	K12524
gene=skfB	K06139
gene=truB_1	K11131
gene=sucC	K01903
gene=pepA_2	K01255
gene=tolC_4	K12340
gene=nqo5	K00332
gene=zwf	K00036
gene=cugP_4	K16881
gene=drrA_10	K25144
gene=pdxA1	K00097
gene=sugE_4	K03297
gene=panB_2	K00606
gene=iscS	K04487
gene=hcpC_1	K07126
gene=mnmG	K03495
gene=sigG	K03088
gene=cspV_3	K03704
gene=secE	K03073
gene=ydfK_2	K07150
gene=glpD_1	K21054
gene=merA_1	K00520
gene=soj_7	K03496
gene=glmM	K03431
protein=NADH-quinone	K05577
gene=ygeX_2	K01751
gene=hcpC_2	K07126
gene=pgsA2	K00995
gene=ppnK_2	K00858
protein=Putative	K00123
gene=paaD	K02612
gene=tarI'	K21030
gene=feuB_3	K25284
gene=nspC	K13747
gene=sigA2_3	K03087
gene=hflC	K04087
gene=licB_3	K02760
gene=rbsB_6	K10439
gene=ugpC_10	K05816
gene=bauC_3	K00140
gene=masK_12	K20877
gene=hcaE	K05708
gene=rhlE	K11927
gene=cetB_3	K08234
gene=metK_3	K00789
gene=mutT2_1	K03574
gene=pepP	K01262
protein=putative	K12425
gene=katG2	K03782
gene=cooF_3	K00196
gene=bacC_13	K00059
gene=rbsC_6	K10440
gene=rpsN	K02954
gene=melR	K23237
gene=trmA	K00557
gene=pncA_2	K08281
protein=putative	K12425
gene=fliP	K02419
gene=asrC	K00385
gene=rmlA_3	K00973
gene=sufC	K09013
gene=copR_2	K02483
gene=lolE_1	K09808
gene=lgrD_5	K04780
gene=zraR_25	K07714
gene=tyrS_1	K01866
protein=Cyclohex-1-ene-1-carbonyl-CoA	K00249
gene=ilvE	K00826
gene=yfdC	K21990
gene=yheI_3	K18889
gene=mcsA	K19411
gene=livF_35	K01996
gene=ntrC_1	K13599
gene=bolA	K05527
gene=mtfA	K09933
gene=folD	K01491
gene=mutM_1	K10563
gene=mutB	K01847
gene=peb1A	K10039
gene=gloC_2	K01069
gene=rutA	K09018
gene=speH_2	K01611
gene=priC	K04067
gene=exo	K12373
gene=haeIIIM_1	K00558
gene=cysN_2	K00956
gene=nuoN	K00343
gene=yhhJ	K01992
gene=pduD	K13919
gene=kdpA_1	K01546
gene=glnQ_5	K23060
gene=qseC_3	K07649
gene=hipA	K07154
protein=Ribonuclease	K07577
gene=hipA_1	K07154
gene=gbuA_3	K01480
gene=dnaB_12	K02314
protein=Putative	K00123
protein=putative	K12425
gene=ntdC_2	K18652
gene=ndhD1_5	K05575
gene=phrB_1	K01669
gene=pknB_4	K12132
gene=fbaA_2	K01624
gene=sspA_4	K00799
gene=narL_1	K07684
gene=tdk	K00857
gene=dnaJ2	K03686
gene=dcyD	K05396
gene=sigA	K03086
protein=Cytochrome	K17483
gene=ldh1_1	K00016
gene=ctpA_3	K17686
gene=tdcC	K03838
gene=mraY_1	K01000
gene=fecA_3	K02014
gene=ndhD1_3	K05575
gene=ssuA_7	K02051
gene=araQ_59	K05815
gene=ypmQ_3	K07152
gene=rpoH	K03089
gene=citG_1	K05966
gene=bioY_2	K03523
gene=pal	K03640
gene=copB_4	K07233
gene=pstC2	K02037
gene=quiP_3	K07116
gene=cysJ_2	K06205
gene=ptsN	K02806
gene=licB_2	K02760
gene=prsD_3	K12536
gene=rcsC	K07677
gene=nagE_2	K02804
gene=citE	K01644
protein=Putative	K00123
gene=neoD	K03208
gene=nrtA	K22067
protein=putative	K12425
gene=acpH	K08682
gene=yheH	K18890
gene=cocE_1	K06978
gene=ggt_3	K00681
gene=mku_1	K10979
gene=cccA	K03888
gene=lexA_7	K01356
gene=puuA_3	K01915
gene=gpgS	K12984
gene=corC_6	K03699
gene=pncC	K03743
gene=bphC2	K08234
gene=cra_2	K03435
gene=fae_1	K13812
gene=aceAa	K01637
gene=trxB	K00384
gene=psdht	K22589
gene=amaB	K06016
gene=tdcB_3	K01754
gene=ybiH	K23777
gene=gltA1	K01647
gene=bprV_6	K14645
gene=dacB_1	K07258
gene=potD_6	K02055
gene=tetA_6	K08151
gene=crp	K10914
gene=fdhF_3	K22015
protein=putative	K12425
protein=Ribonuclease	K07577
gene=barA_7	K11231
gene=acr3_3	K03325
gene=ycjP_5	K02026
gene=ydgC	K02442
gene=shc_1	K15813
gene=arcB_3	K21721
gene=echA8	K01692
gene=serC	K00831
gene=dam	K06223
gene=fabF	K09458
gene=fba	K01624
gene=nadK	K00858
gene=yihT	K01671
gene=yscL	K03223
gene=hda	K10763
gene=rplU_1	K00334
gene=treT	K13057
gene=msrQ_1	K17247
gene=glgX_2	K01214
gene=yphF_1	K23545
gene=sigI_4	K03088
gene=gcvP_2	K00281
gene=cfiB_4	K01961
gene=nanE_1	K01788
gene=fba_5	K01624
gene=prs	K00948
gene=nqrD	K00349
gene=argO_1	K06895
gene=yfkM_2	K05520
gene=kdgK_3	K21056
gene=accA1_3	K01965
gene=bauA_3	K00822
gene=axeA_1	K01060
gene=tauD	K03119
gene=hsdM_3	K03427
gene=feuC_5	K25289
gene=ldc	K01581
gene=evgA_1	K07690
gene=ppnK	K00858
gene=fom3_2	K04034
gene=lacE_3	K17244
gene=whiB7_2	K18958
protein=Rubredoxin	K03618
gene=crhR	K06877
gene=rnr_4	K12573
protein=Aldo/keto	K00011
gene=katG	K03782
gene=kipI_4	K06351
gene=ftsX	K09811
gene=fadJ_1	K01782
gene=fdnI_1	K08350
gene=rsxG	K03612
gene=kch_1	K10716
gene=yneB_8	K07450
gene=lrp_6	K15782
gene=cotV	K06340
gene=pksB	K16639
gene=umaA	K26590
gene=ytmI_2	K00680
gene=treC	K01226
gene=ugpC_17	K05816
gene=ykgO	K02919
gene=cckA_2	K13587
gene=ctpG_5	K12954
gene=carD	K07736
gene=dhaK_1	K05878
gene=eccCb1	K27086
gene=adeP	K06901
gene=ecpB_1	K21965
gene=apc3_4	K01473
gene=gcvH_1	K02437
gene=nagB_3	K02564
gene=garR_6	K18121
gene=rpoA	K03040
gene=rpmA_3	K02899
gene=ycjG_1	K19802
gene=pth_2	K01056
gene=tmk_3	K00943
gene=sat_1	K00958
gene=puuA_4	K01915
gene=hsdS_3	K01154
gene=rpoC_2	K03042
gene=frmA_1	K00121
gene=spoT	K01139
gene=pcs_2	K01004
gene=erg	K00222
gene=fkpA	K03772
gene=rpsO	K02956
gene=ftsH4_4	K03798
gene=tatA_4	K03116
protein=Ferredoxin	K05524
gene=adaA_1	K13652
gene=iphP_7	K01104
gene=add_1	K01488
gene=dgoD_1	K01684
gene=ppsD_5	K12443
gene=mazF9_1	K07171
gene=mnmA_1	K00566
gene=spoIIIAE	K06394
gene=ykuT_3	K22044
gene=yafP_1	K03830
gene=msrQ_2	K17247
gene=prxU_1	K03386
gene=tnpR_3	K06400
gene=yqhD	K08325
gene=emrA_1	K03543
gene=ftnA	K02217
gene=cynR_11	K21699
gene=moaE2_2	K03750
gene=araN_6	K17234
gene=fumA_1	K01676
gene=bioB_2	K07139
gene=nreB_2	K11617
gene=mepA_11	K26937
gene=lsrR	K11531
gene=fur	K03711
gene=yfcG_3	K00799
gene=norR2	K12266
gene=ptsI_4	K23991
protein=Ribonuclease	K07577
protein=putative	K12425
gene=mprA_1	K02483
gene=opuD	K02168
gene=nuoH_2	K00337
gene=sfmH_1	K07356
gene=pucK_1	K16169
gene=iolJ	K03339
gene=rffG	K01710
gene=ubiB_8	K08869
gene=nlpI	K05803
gene=fabF_1	K09458
gene=gcvA_3	K03566
gene=bphP_3	K12123
gene=spaO	K03225
gene=pyrC_2	K01465
gene=hypC	K04653
gene=ybjG_1	K19302
gene=acsA	K01907
gene=sigA_1	K03086
protein=Small,	K06418
gene=glpF_1	K02440
gene=aroC_1	K01736
gene=queE	K10026
gene=ykoD_1	K01552
gene=cysH_2	K00390
gene=odhB	K00658
gene=hcpA_3	K11903
gene=lacR_1	K02530
gene=sufD_2	K09015
gene=ytrF_8	K02004
gene=miaB_2	K06168
gene=sumT	K02303
gene=srrA_4	K07775
gene=sigW_8	K03088
gene=rbsC_14	K10538
gene=appC_2	K00425
gene=aprX_3	K17734
gene=desA2	K03922
gene=rbsB_3	K10439
gene=fptA_4	K16088
gene=luxS	K07173
gene=iolA_3	K00140
gene=oxyR_7	K04761
gene=flgA	K02386
gene=cdiA2_1	K15125
gene=ctaB2_3	K02257
gene=yjjG_1	K07025
gene=zwf2	K00036
gene=ybhR	K25180
gene=ugpB	K05813
gene=pyrI_1	K00610
gene=nasF_1	K02302
gene=cbiQ_2	K02008
gene=recB	K03582
gene=rraB	K09893
gene=cimH_1	K11616
gene=yfiY_6	K02016
gene=spo0A_1	K07719
gene=rmf	K03812
gene=mmsA	K00140
gene=rot	K20338
gene=dmoA	K20938
gene=ybjG	K19302
gene=hmuU_3	K02015
gene=yndE	K06296
gene=gatC	K02435
gene=argG_3	K01940
gene=tcyA_1	K02424
gene=dhaL_4	K05879
gene=livF_6	K05833
gene=pdhB_2	K00167
gene=aldC_2	K01575
gene=serC_1	K00831
gene=pknB_9	K05736
gene=entC_2	K02361
gene=soxB_6	K22084
gene=yjcC	K26148
gene=etfB_2	K03521
gene=rluE	K06181
gene=padC	K13727
gene=ldh1_2	K00016
gene=stkP_6	K08853
gene=dppB_6	K02033
gene=glnA_3	K01915
gene=rghR_6	K22299
protein=Acyl-CoA	K00249
gene=mhpT	K05819
protein=Putative	K00123
gene=mtgA	K03814
gene=rnc_1	K03685
gene=natB_2	K09696
gene=mkl_1	K02065
gene=rlmH	K00783
gene=ypeB_2	K06313
gene=tgs3	K00635
gene=pepDA_3	K08659
gene=ypdF_1	K08326
gene=xylG_2	K10548
gene=lst_1	K00785
gene=glsA	K01425
gene=hcrA	K13482
gene=rsbU_10	K07315
gene=moaD	K03636
gene=bla_6	K18698
gene=baeR_1	K07664
gene=ntaA	K24116
gene=azoR_4	K00355
gene=ohrB_6	K04063
gene=polA_3	K02335
gene=hsdR	K01153
gene=maeB_3	K00029
gene=dmsC_2	K07312
gene=macA_5	K18302
gene=catB_2	K01706
gene=adhc1	K13979
gene=dctA2_2	K11103
gene=czcD_4	K16264
gene=vapC1	K18828
gene=eccA3_1	K27084
gene=dppA_2	K02035
gene=nupX	K03317
gene=trmFO	K04094
gene=lacF_7	K02025
gene=sap_4	K01448
gene=cycB_4	K02027
gene=hmrR_3	K19591
gene=narB_2	K00367
gene=ipdC_1	K01568
gene=folE	K01495
gene=fbaA_1	K01624
protein=putative	K12425
protein=putative	K12425
gene=ynjE_2	K21028
gene=impA_3	K21429
gene=bclA_1	K08295
protein=Methylaspartate	K04835
gene=yknY_6	K02003
gene=intQ_3	K14059
gene=elaD	K18015
gene=yceD_1	K07040
gene=apc3_6	K01473
gene=ydcV_10	K11070
gene=gph_1	K01091
gene=fruA_9	K02770
gene=dtpT_5	K03305
protein=Putative	K00123
gene=mipA_1	K07274
gene=hycD_1	K15829
protein=Chorismate	K03181
gene=yehY	K05846
gene=hutU_2	K01712
gene=lox	K19246
gene=thiD_3	K00941
protein=Nucleotide-binding	K06958
gene=lpxM2	K02517
gene=tolC_6	K12340
gene=sad	K00135
gene=cynT	K01673
gene=thiQ	K02062
protein=NAD-dependent	K19711
gene=acpA_3	K02078
gene=fokIM	K07318
gene=yxdL	K19083
gene=cysJ_3	K00380
gene=cas1-1_2	K15342
protein=putative	K12425
gene=glyA2_1	K00600
gene=mycG_1	K21116
gene=pdxY_1	K00868
gene=sigF_1	K03090
gene=csp_2	K03704
gene=mnaT	K24217
gene=murA	K00790
gene=coq7_2	K06134
gene=ssb_3	K03111
gene=thiD_1	K00941
gene=eno2	K01689
gene=hpd	K00457
gene=srrA_3	K02483
protein=Putative	K00123
gene=neuB	K05304
gene=lgt_1	K13292
gene=dhfR	K00287
gene=pstC_3	K02037
gene=ytrE	K02003
gene=fhuA_17	K02014
gene=plsX_1	K03621
gene=azoR4_2	K01118
gene=msuE_2	K00299
gene=gdhA_4	K00261
gene=ndhJ	K00332
gene=thiC	K03147
gene=motB_1	K02557
gene=pepE	K01262
gene=fixK_8	K01420
gene=ctpV_1	K12956
gene=puuA_1	K01915
gene=lsrG	K11530
gene=ctaC_3	K02275
gene=paaJ_5	K00632
gene=polA	K02335
gene=mrnC_2	K11145
gene=cbh_1	K24041
gene=queE_3	K10026
gene=mdtN_1	K15549
gene=rimO_2	K14441
gene=pht2	K22444
gene=ompR_5	K07773
gene=rpmC	K02904
gene=smtB_2	K01796
gene=tsaE_2	K06925
gene=lysA	K01586
gene=mcpQ_16	K02660
gene=suhB_6	K01092
gene=yjiB_2	K23138
gene=tadA	K11991
gene=rplQ	K02879
gene=slp_1	K07285
gene=narY_2	K00371
gene=gnl	K01053
protein=Cytochrome	K17483
gene=yhfS	K00626
gene=coxM	K02275
gene=emrB	K03446
gene=galP	K08137
gene=yjhB	K08161
gene=glvA	K01232
gene=cmk	K00945
gene=dmlA	K07246
gene=caiT	K03451
gene=sak	K14198
gene=gtaB_3	K00963
gene=tsaC_1	K07566
gene=fabH_6	K00648
gene=ligB_2	K01972
gene=cysQ_2	K01082
gene=algK	K19292
protein=Putative	K00123
gene=pcrA_3	K03657
gene=yebZ_1	K07245
gene=leuD1	K01704
gene=sglT_2	K20989
gene=yebS	K03808
gene=smpB_2	K03664
gene=yxdL_3	K19083
protein=Putative	K00123
gene=glpX_2	K02446
gene=mmpL5_3	K06994
gene=rocC_2	K16236
gene=crt_3	K05605
gene=sumT_1	K02303
gene=rpmF_2	K02911
gene=yoaD	K00058
gene=ccmD_2	K02196
gene=czcB_4	K15727
gene=hpt_2	K00760
gene=spoIIB	K06380
gene=cycB_1	K02027
gene=nboR_1	K07141
gene=livH_20	K11956
gene=mnaA_2	K01791
gene=crtI_4	K02292
gene=xapA	K03783
gene=hdl	K01560
gene=gbh	K01480
gene=metP_1	K02072
gene=gstB_2	K00799
gene=psbD1_1	K02706
gene=dusA_2	K05539
gene=pstC1_2	K02037
gene=dcuS	K07701
gene=lipM_1	K03800
gene=rlmM_1	K06968
gene=mgs	K19002
gene=citX_1	K05964
gene=hupB_4	K03530
gene=nasE_2	K26138
gene=hutH_4	K01745
gene=gapA1	K00134
gene=pyrDA	K00226
gene=haeIIIM_3	K00558
protein=Cytochrome	K17483
gene=flgL	K02397
gene=spoVD_3	K03587
gene=hemA_1	K00643
gene=dctQ_1	K11689
gene=dacD_2	K07258
gene=yxeM_1	K02424
gene=epsK	K19418
protein=4-hydroxyproline	K12658
gene=yhaU	K26732
gene=pqiA	K03808
gene=ccoN1_4	K00404
gene=yodJ_1	K07260
gene=mmpL5_5	K06994
gene=axeA	K01060
gene=exuT_7	K08193
gene=fumB_2	K01678
gene=qorB	K19267
gene=rkpK_3	K00012
gene=cusA_1	K07787
gene=tal	K00616
gene=murAB	K00790
gene=ldhD	K03778
gene=livF_21	K01996
gene=astB	K01484
gene=prpD2	K01720
gene=hmgA	K00451
gene=uspE_1	K14055
gene=araA_1	K00035
protein=putative	K12425
gene=sigY	K03088
gene=rlmCD_3	K03215
gene=iclR_1	K13641
gene=cwlC	K01448
gene=eltP	K02027
protein=putative	K12425
gene=melA_1	K07406
gene=fabG_36	K00059
gene=livF_5	K11963
gene=rlmB	K03218
gene=nasC_2	K00372
gene=trmK_2	K06967
protein=putative	K12425
protein=Calcium-transporting	K01537
gene=sugB_7	K10238
gene=yeiG_1	K01070
gene=tmpC	K07335
gene=bmrA	K06148
gene=soj	K03496
gene=walR_12	K02483
gene=kasA	K11609
gene=natA_2	K01990
gene=arcC2	K00926
gene=rlmI	K06969
gene=yrrB_13	K23424
gene=ugpC_11	K10112
gene=alr	K01775
gene=appA_4	K02035
gene=proV_2	K02000
gene=ttcA_2	K14058
gene=pnuC_2	K03811
gene=gdhB_2	K15371
gene=trxB_5	K00384
gene=pemA_5	K01051
gene=rpmJ	K02919
gene=evgA	K07690
gene=recQ_2	K03654
gene=dpp5_2	K03641
gene=licB_4	K02760
gene=liaR_11	K02479
gene=oppA	K15580
gene=colC	K02377
gene=ddpD	K02031
gene=ftsA_1	K03590
gene=psaB1_1	K02690
gene=hycG	K15832
gene=doeA_6	K01271
gene=araP_10	K17235
gene=potA_4	K11072
gene=mepS_3	K13694
gene=iscS_2	K04487
protein=Outer	K06142
gene=nikMN	K02007
gene=mapZ	K20073
gene=glnE	K00982
protein=Thermostable	K01299
gene=lcnD_3	K20345
gene=rihC	K01240
gene=kdgK	K00874
gene=yjdF	K08984
protein=KsdD-like	K07077
gene=lipA_4	K03644
gene=rplI	K02939
gene=yagR_2	K11177
gene=cydB_3	K00426
gene=sufE_1	K02426
gene=argA	K14682
gene=cysK_1	K01738
gene=folP1_2	K00796
gene=cycB	K10117
gene=argI_2	K00611
gene=mecI	K02546
gene=araQ_40	K25678
gene=cheY_6	K03413
gene=rpmE2	K02909
gene=bga	K12308
gene=nupG	K03289
gene=ubiX_1	K03186
gene=xylB_5	K00854
gene=fepG	K23187
gene=fdhF_4	K22015
gene=idnD	K00098
gene=argT_10	K10013
gene=map_4	K01265
gene=fdhD_2	K02379
gene=lyc_3	K07273
gene=mlrA	K21089
gene=melA_2	K07406
gene=citX_2	K05964
gene=recJ	K07462
gene=nikQ	K02008
gene=gltP	K11102
gene=pknB_15	K06228
gene=glnP_1	K02029
gene=trxA_6	K03671
protein=Deoxyhypusine	K00809
gene=yscH	K04052
gene=rbsA_22	K10441
gene=mqo_4	K00116
gene=nadA_1	K03517
gene=hbpA_7	K02035
gene=sdpC_1	K26997
gene=irtB_2	K14699
gene=csgB	K04335
gene=mltD	K08307
gene=sepF	K09772
gene=tktB_1	K00615
gene=drrA_5	K01990
gene=yteP_36	K25674
gene=potD	K11069
gene=gntT_1	K03299
gene=casA	K19123
gene=msbA_3	K11085
gene=fabA	K01716
gene=deaD_2	K03724
gene=scrK_3	K00847
gene=ybiS	K16291
gene=rpsU1_1	K02970
gene=maa_4	K00661
gene=wbgU_1	K01784
gene=ftsI_2	K03587
gene=uppP_1	K06153
protein=putative	K12425
gene=mepA	K07261
gene=pucG	K00839
gene=hpr_3	K09682
gene=ecdB_2	K03186
gene=nrgA_2	K03320
gene=actP_4	K14393
gene=mprA_2	K02485
gene=fadM_1	K07107
gene=tusB	K07237
gene=nagL_4	K01800
gene=rayT_10	K07491
gene=rcnB_2	K23243
gene=ligD_1	K01971
gene=ecpA_1	K21964
gene=tagD_2	K00980
gene=purD	K01945
gene=apt_2	K00759
gene=lpxC	K02535
gene=ccmA_1	K02193
gene=trpC_2	K01817
gene=dadA1_4	K00285
gene=iorA_1	K07302
gene=mcpU_2	K03406
gene=recQ	K03654
gene=epsN	K19430
gene=infA	K02518
gene=ureA_3	K14048
gene=mtnP_2	K00772
gene=rpsU_3	K02970
gene=ispH_2	K03527
gene=cugP_1	K16881
gene=cueR	K19591
gene=ssuC_7	K15554
gene=cysN	K03231
gene=gpmA_3	K01834
gene=fdoI	K00127
gene=tyrA	K04517
gene=mnhF1_1	K05570
gene=spuE_3	K02055
gene=ynaI_1	K16052
gene=btuR	K19221
gene=adiC_2	K03294
gene=potA_6	K11072
gene=recA_1	K03553
gene=sipW	K13280
gene=regA_1	K15012
gene=uppP_4	K06153
gene=pdxH	K00275
gene=engB_2	K03978
gene=rnb	K01147
gene=artP_1	K02030
gene=zraR_1	K10943
gene=ugpC_12	K10112
gene=rclC_1	K21741
gene=lldP	K03303
gene=ldc_1	K01581
gene=hemE	K01599
gene=rsuA_2	K06183
gene=panD_2	K01579
gene=hbpA_3	K02035
gene=xdhA_3	K12528
gene=desA3_2	K22769
gene=glnD_1	K00990
gene=exuT_3	K08191
gene=gcvA_25	K03566
protein=Ribonuclease	K07577
gene=arsB	K03893
gene=yeaD_2	K01792
gene=ugpC_6	K10112
gene=bioY_3	K03523
gene=nagG	K00479
gene=ampR	K17850
protein=Xyloglucanase	K18578
gene=rmlB_1	K01710
gene=mmgB	K00074
gene=aftA	K13686
gene=tal_2	K00616
gene=bceA_3	K11631
gene=ipuF_1	K22314
gene=cpdR_2	K13589
gene=glgD	K00975
gene=exbD_2	K03560
gene=ilvE_2	K00826
gene=mdh_3	K00001
protein=Cytochrome	K17483
gene=rapZ	K06958
gene=ldhB	K00016
gene=speE_4	K00797
gene=lpxD_2	K02536
gene=livH_8	K01997
gene=rhaM_1	K03534
gene=etfB_4	K03521
gene=sdhA	K00239
gene=yjjV	K03424
gene=nuoC	K13378
gene=fliS_1	K02422
gene=acxB	K10854
gene=decR_6	K03719
gene=sfp_2	K06133
protein=Beta-ketodecanoyl-[acyl-carrier-protein	K16872
gene=tig_3	K03545
gene=ptlG_1	K20533
gene=cbdA_1	K22443
gene=napA_1	K26730
gene=ltaS2_2	K19005
gene=yjiY_1	K23676
gene=gloA_3	K01759
gene=ttrC	K08359
gene=tolC_1	K03287
gene=prsA1	K07533
gene=idiA	K02055
gene=pccB_1	K01969
gene=pdxT_1	K08681
gene=fhcB	K00201
gene=narX_8	K00374
gene=pehX_3	K18650
gene=amiB	K01448
gene=glnA1_2	K01915
gene=ykoT_1	K20534
gene=flhB	K02401
gene=argE_3	K01438
gene=pcrB_1	K17104
gene=davD_2	K00135
gene=glfT1	K16649
gene=qoxB_2	K02827
gene=crtB	K02291
gene=yihP_3	K03292
gene=cspD_1	K03704
gene=ompA	K03286
gene=coaBC_2	K21977
gene=tpiA	K01803
gene=lpqL	K01264
gene=fliP_1	K02419
gene=ykoD	K01552
gene=prrB_3	K07655
gene=nuoI_1	K00338
gene=caiT_1	K05245
gene=corC_7	K03699
gene=thrC_3	K01733
gene=tmpC_5	K07335
gene=pdhD_1	K00382
gene=sigD	K03088
gene=pimB_5	K13668
gene=rqkA	K11916
gene=prpC_2	K01659
gene=cpxR	K02483
gene=rpsC	K02982
gene=maa	K00661
gene=yggF	K02446
gene=ydaP_1	K00158
gene=lgt	K13292
gene=bkdA2	K00167
gene=moaA	K03639
gene=aroE_3	K25901
gene=lutR	K22104
gene=degP_5	K04771
gene=sspC2	K06421
gene=oppD_2	K02031
gene=trmD_2	K00554
gene=tusA_3	K04085
gene=mtlF_2	K02798
gene=speF	K01581
gene=yitU	K21064
gene=agaS_2	K02082
gene=lcfB	K18661
gene=yknY	K02003
gene=mcl2_3	K01644
gene=ilvK	K00826
gene=trpR	K03720
gene=hemL	K01845
gene=ykoD_3	K16786
gene=agaSK_1	K07407
gene=fadA_4	K00632
gene=mgsR_1	K16509
gene=hmuV	K10834
gene=kbl_1	K00639
gene=dnaC_3	K10762
gene=apbC_1	K03593
gene=mscK_3	K05802
gene=yhdG_7	K03294
gene=ptcA	K13252
gene=pstB3_2	K02036
gene=lapA_2	K08992
gene=gntP	K03299
gene=pdhA_2	K00161
gene=petA	K00411
gene=btuD_1	K06074
gene=glnP	K02029
gene=sugC	K10112
gene=lptA_2	K09774
gene=xylG_1	K23537
gene=cyoB	K02298
protein=putative	K12425
gene=narV	K00374
gene=bcr_1	K07552
gene=fdnH_2	K00124
gene=gspK_3	K18676
gene=ugpC_9	K02052
gene=aceE_2	K00163
gene=glk_4	K00845
gene=nanM_5	K17948
protein=Putative	K00123
gene=polC	K02342
gene=ureC	K01428
gene=narK_1	K02575
gene=frp	K19286
gene=ydcV_8	K02053
gene=lutB	K18929
gene=afr	K22230
gene=gltI_6	K10001
gene=rutR_2	K09017
protein=Gluconate	K06151
gene=phnG	K06166
gene=rocC	K16235
gene=recF_3	K03629
gene=pvdA	K10531
gene=misCB	K03217
gene=mauG_3	K00428
gene=nreC	K14979
gene=fliE	K02408
gene=efeB	K16301
gene=pyrB	K00609
gene=opuAA_3	K02000
gene=folE2_1	K09007
gene=oppD_10	K02031
gene=flgA_2	K02386
gene=fadH	K00219
protein=Cytochrome	K17483
gene=bauB	K21700
gene=dprA	K04096
gene=upp	K00761
gene=nrdA_1	K00525
gene=bceB_3	K11632
gene=rfbC_1	K01790
gene=mazF_3	K07171
gene=rrrD_3	K01185
gene=dsbD_2	K06196
gene=fhcD_1	K00672
protein=Glutamate--methylamine	K01915
gene=gluP	K07059
gene=bfmBAA_1	K00166
gene=ftsN_1	K03749
gene=rfaP	K02848
gene=tehB_1	K16868
gene=tyrA_4	K04517
gene=asnC	K03718
gene=hisS_1	K01892
gene=hybD	K03605
gene=mcp2_1	K03406
gene=ydcO	K05782
gene=fdr_1	K08232
gene=bglK	K18673
protein=Putative	K00123
gene=lacR_4	K02529
gene=focA_2	K21993
gene=ettA_1	K06020
gene=fixK_6	K15861
gene=nagK_3	K16165
gene=tdcB	K01754
gene=pulD_2	K02280
gene=isdI	K07145
gene=mutX_4	K03574
gene=hemL1	K01845
gene=ohrR_2	K23775
gene=ffh	K03106
protein=Putative	K00123
gene=pepN	K01256
gene=pncB1	K00763
gene=proY	K16234
gene=puuA_6	K09470
gene=trpS_1	K01867
gene=lip-1_1	K12686
gene=sigX_4	K03088
gene=nuoC_1	K00332
gene=aroC_2	K01736
gene=garK_4	K00865
gene=strE	K01784
gene=thiC_2	K03147
gene=mmcO_4	K19791
gene=frsA	K11750
gene=nodM_1	K00820
gene=esiB	K07126
gene=symE_4	K19048
gene=gst_1	K00799
gene=vpr_1	K14647
gene=furA_1	K22297
gene=obg_1	K06944
gene=ylmA_1	K02013
gene=mutT2	K03574
gene=tuf1_2	K02358
gene=rffH_4	K00973
gene=hyaC	K03620
gene=ccmF_2	K02198
gene=pknB_13	K08269
gene=feuC_3	K25289
gene=mcpQ_12	K03406
gene=hcaC	K05710
gene=kptA	K07559
gene=gla_1	K02440
gene=gdhI	K00059
gene=safA_2	K06370
gene=rnj_2	K12574
protein=47	K06076
gene=ydjM	K07038
gene=ybhN_2	K07027
gene=acuC_2	K04768
gene=celS	K07263
gene=ycgL	K09902
gene=fd1	K05337
gene=paaJ	K02615
gene=uspB	K06144
gene=ydhX_1	K08353
gene=cbf2	K03769
gene=trmB	K03439
gene=cya_11	K01769
gene=murC_2	K23393
gene=fimD_5	K07347
gene=dfx	K05919
gene=pdxH_1	K00275
gene=ftsH2_2	K03798
gene=nprM	K01400
gene=glpT_2	K02445
gene=fabG1_2	K11610
gene=ydfG	K07124
gene=fis_2	K03557
gene=dnaA_3	K02313
gene=yopH	K16667
gene=fusA	K02355
gene=dnaQ_2	K02342
gene=gerBC_5	K06297
gene=yfiH_1	K05810
gene=rapA_7	K06363
gene=pctB_2	K03406
gene=hbd	K18612
gene=gmuR_3	K03492
gene=dctR	K21901
gene=stp_8	K08166
gene=atm1	K24821
gene=licC_3	K02761
gene=pknD	K12035
gene=nrdH_1	K06191
gene=adoK	K00856
gene=betB_4	K00151
gene=clcD_1	K01061
gene=fliY	K02030
gene=aprX_2	K01280
gene=tmcA_3	K06957
